Date,Open,High,Low,Volume,Brand_Name,Ticker,Industry_Tag,Country,Dividends,Stock Splits,Close
2024-07-30 00:00:00-04:00,219.19000244140625,220.3300018310547,216.1199951171875,41518300.0,apple,AAPL,technology,usa,0.0,0.0,218.8000030517578
2024-07-29 00:00:00-04:00,216.9600067138672,219.3000030517578,215.75,36261400.0,apple,AAPL,technology,usa,0.0,0.0,218.2400054931641
2024-07-26 00:00:00-04:00,218.8500061035156,219.4900054931641,216.009994506836,41497411.0,apple,AAPL,technology,usa,0.0,0.0,217.9600067138672
2024-07-26 00:00:00-04:00,218.6999969482422,219.4900054931641,216.009994506836,41580100.0,apple,AAPL,technology,usa,0.0,0.0,217.9600067138672
2024-07-25 00:00:00-04:00,218.92999267578125,220.8500061035156,214.6199951171875,51328200.0,apple,AAPL,technology,usa,0.0,0.0,217.4900054931641
2024-07-24 00:00:00-04:00,224.0,224.8000030517578,217.1300048828125,61630300.0,apple,AAPL,technology,usa,0.0,0.0,218.5399932861328
2024-07-23 00:00:00-04:00,224.3699951171875,226.94000244140625,222.67999267578125,39855700.0,apple,AAPL,technology,usa,0.0,0.0,225.009994506836
2024-07-22 00:00:00-04:00,227.009994506836,227.77999877929688,223.08999633789065,48156700.0,apple,AAPL,technology,usa,0.0,0.0,223.9600067138672
2024-07-19 00:00:00-04:00,224.82000732421875,226.8000030517578,223.27999877929688,48992100.0,apple,AAPL,technology,usa,0.0,0.0,224.3099975585937
2024-07-19 00:00:00-04:00,224.8520050048828,226.8000030517578,223.2749938964844,48070491.0,apple,AAPL,technology,usa,0.0,0.0,224.3099975585937
2024-07-18 00:00:00-04:00,230.27999877929688,230.44000244140625,222.2700042724609,65964400.0,apple,AAPL,technology,usa,0.0,0.0,224.17999267578125
2024-07-17 00:00:00-04:00,229.4499969482422,231.4600067138672,226.63999938964844,57281800.0,apple,AAPL,technology,usa,0.0,0.0,228.8800048828125
2024-07-16 00:00:00-04:00,235.0,236.2700042724609,232.3300018310547,43176800.0,apple,AAPL,technology,usa,0.0,0.0,234.82000732421875
2024-07-15 00:00:00-04:00,236.5319976806641,237.22999572753903,233.08999633789065,58409071.0,apple,AAPL,technology,usa,0.0,0.0,234.3999938964844
2024-07-12 00:00:00-04:00,229.0,232.63999938964844,228.67999267578125,52696428.0,apple,AAPL,technology,usa,0.0,0.0,230.5399932861328
2024-07-12 00:00:00-04:00,228.9199981689453,232.63999938964844,228.67999267578125,53008200.0,apple,AAPL,technology,usa,0.0,0.0,230.5399932861328
2024-07-11 00:00:00-04:00,231.38999938964844,232.38999938964844,225.7700042724609,64516900.0,apple,AAPL,technology,usa,0.0,0.0,227.57000732421875
2024-07-10 00:00:00-04:00,229.3000030517578,233.0800018310547,229.25,62557700.0,apple,AAPL,technology,usa,0.0,0.0,232.97999572753903
2024-07-09 00:00:00-04:00,227.92999267578125,229.3999938964844,226.3699951171875,48076100.0,apple,AAPL,technology,usa,0.0,0.0,228.67999267578125
2024-07-08 00:00:00-04:00,227.08999633789065,227.8500061035156,223.25,58979000.0,apple,AAPL,technology,usa,0.0,0.0,227.82000732421875
2024-07-05 00:00:00-04:00,221.6499938964844,226.4499969482422,221.6499938964844,60330900.0,apple,AAPL,technology,usa,0.0,0.0,226.33999633789065
2024-07-05 00:00:00-04:00,221.6499938964844,226.4499969482422,221.6499938964844,58797569.0,apple,AAPL,technology,usa,0.0,0.0,226.33999633789065
2024-07-03 00:00:00-04:00,220.0,221.5500030517578,219.02999877929688,37369800.0,apple,AAPL,technology,usa,0.0,0.0,221.5500030517578
2024-07-03 00:00:00-04:00,219.9600067138672,221.5500030517578,219.02999877929688,37198497.0,apple,AAPL,technology,usa,0.0,0.0,221.5500030517578
2024-07-02 00:00:00-04:00,216.1499938964844,220.3800048828125,215.1000061035156,57960500.0,apple,AAPL,technology,usa,0.0,0.0,220.2700042724609
2024-07-01 00:00:00-04:00,212.08999633789065,217.509994506836,211.9199981689453,60319000.0,apple,AAPL,technology,usa,0.0,0.0,216.75
2024-06-28 00:00:00-04:00,215.80499267578125,216.07000732421875,210.3000030517578,77838535.0,apple,AAPL,technology,usa,0.0,0.0,210.6199951171875
2024-06-28 00:00:00-04:00,215.7700042724609,216.07000732421875,210.3000030517578,82475600.0,apple,AAPL,technology,usa,0.0,0.0,210.6199951171875
2024-06-27 00:00:00-04:00,214.69000244140625,215.7400054931641,212.3500061035156,49718000.0,apple,AAPL,technology,usa,0.0,0.0,214.1000061035156
2024-06-26 00:00:00-04:00,211.5,214.8600006103516,210.63999938964844,64292900.0,apple,AAPL,technology,usa,0.0,0.0,213.25
2024-06-25 00:00:00-04:00,209.1499938964844,211.3800048828125,208.6100006103516,55549700.0,apple,AAPL,technology,usa,0.0,0.0,209.07000732421875
2024-06-24 00:00:00-04:00,207.72000122070312,212.6999969482422,206.58999633789065,80629700.0,apple,AAPL,technology,usa,0.0,0.0,208.13999938964844
2024-06-21 00:00:00-04:00,210.38999938964844,211.88999938964844,207.1100006103516,241805100.0,apple,AAPL,technology,usa,0.0,0.0,207.4900054931641
2024-06-21 00:00:00-04:00,210.38999938964844,211.88999938964844,207.1100006103516,240750030.0,apple,AAPL,technology,usa,0.0,0.0,207.4900054931641
2024-06-20 00:00:00-04:00,213.92999267578125,214.2400054931641,208.8500061035156,86090700.0,apple,AAPL,technology,usa,0.0,0.0,209.67999267578125
2024-06-18 00:00:00-04:00,217.58999633789065,218.6300048828125,213.0,79854200.0,apple,AAPL,technology,usa,0.0,0.0,214.2899932861328
2024-06-17 00:00:00-04:00,213.3699951171875,218.9499969482422,212.72000122070312,93609800.0,apple,AAPL,technology,usa,0.0,0.0,216.6699981689453
2024-06-14 00:00:00-04:00,213.8099975585937,215.1699981689453,211.3000030517578,69104366.0,apple,AAPL,technology,usa,0.0,0.0,212.4900054931641
2024-06-14 00:00:00-04:00,213.8500061035156,215.1699981689453,211.3000030517578,69175600.0,apple,AAPL,technology,usa,0.0,0.0,212.4900054931641
2024-06-13 00:00:00-04:00,214.7400054931641,216.75,211.6000061035156,97862700.0,apple,AAPL,technology,usa,0.0,0.0,214.2400054931641
2024-06-12 00:00:00-04:00,207.3699951171875,220.1999969482422,206.8999938964844,198134300.0,apple,AAPL,technology,usa,0.0,0.0,213.07000732421875
2024-06-11 00:00:00-04:00,193.6499938964844,207.1600036621093,193.6300048828125,172373300.0,apple,AAPL,technology,usa,0.0,0.0,207.1499938964844
2024-06-10 00:00:00-04:00,196.8999938964844,197.3000030517578,192.1499938964844,97262100.0,apple,AAPL,technology,usa,0.0,0.0,193.1199951171875
2024-06-07 00:00:00-04:00,194.6499938964844,196.94000244140625,194.13999938964844,53103900.0,apple,AAPL,technology,usa,0.0,0.0,196.88999938964844
2024-06-06 00:00:00-04:00,195.69000244140625,196.5,194.1699981689453,41181800.0,apple,AAPL,technology,usa,0.0,0.0,194.47999572753903
2024-06-05 00:00:00-04:00,195.3999938964844,196.8999938964844,194.8699951171875,54156800.0,apple,AAPL,technology,usa,0.0,0.0,195.8699951171875
2024-06-04 00:00:00-04:00,194.63999938964844,195.32000732421875,193.02999877929688,47471400.0,apple,AAPL,technology,usa,0.0,0.0,194.3500061035156
2024-06-03 00:00:00-04:00,192.8999938964844,194.9900054931641,192.5200042724609,50080500.0,apple,AAPL,technology,usa,0.0,0.0,194.02999877929688
2024-05-31 00:00:00-04:00,191.44000244140625,192.57000732421875,189.9100036621093,75158300.0,apple,AAPL,technology,usa,0.0,0.0,192.25
2024-05-30 00:00:00-04:00,190.759994506836,192.17999267578125,190.6300048828125,49947900.0,apple,AAPL,technology,usa,0.0,0.0,191.2899932861328
2024-05-29 00:00:00-04:00,189.6100006103516,192.25,189.509994506836,53068000.0,apple,AAPL,technology,usa,0.0,0.0,190.2899932861328
2024-05-28 00:00:00-04:00,191.509994506836,193.0,189.1000061035156,52280100.0,apple,AAPL,technology,usa,0.0,0.0,189.9900054931641
2024-05-24 00:00:00-04:00,188.82000732421875,190.5800018310547,188.0399932861328,36294600.0,apple,AAPL,technology,usa,0.0,0.0,189.97999572753903
2024-05-23 00:00:00-04:00,190.97999572753903,191.0,186.6300048828125,51005900.0,apple,AAPL,technology,usa,0.0,0.0,186.8800048828125
2024-05-22 00:00:00-04:00,192.2700042724609,192.82000732421875,190.2700042724609,34648500.0,apple,AAPL,technology,usa,0.0,0.0,190.8999938964844
2024-05-21 00:00:00-04:00,191.08999633789065,192.72999572753903,190.9199981689453,42309400.0,apple,AAPL,technology,usa,0.0,0.0,192.3500061035156
2024-05-20 00:00:00-04:00,189.3300018310547,191.9199981689453,189.009994506836,44361300.0,apple,AAPL,technology,usa,0.0,0.0,191.0399932861328
2024-05-17 00:00:00-04:00,189.509994506836,190.8099975585937,189.17999267578125,41282900.0,apple,AAPL,technology,usa,0.0,0.0,189.8699951171875
2024-05-16 00:00:00-04:00,190.47000122070312,191.1000061035156,189.6600036621093,52845200.0,apple,AAPL,technology,usa,0.0,0.0,189.83999633789065
2024-05-15 00:00:00-04:00,187.9100036621093,190.6499938964844,187.3699951171875,70400000.0,apple,AAPL,technology,usa,0.0,0.0,189.72000122070312
2024-05-14 00:00:00-04:00,187.509994506836,188.3000030517578,186.2899932861328,52393600.0,apple,AAPL,technology,usa,0.0,0.0,187.42999267578125
2024-05-13 00:00:00-04:00,185.44000244140625,187.1000061035156,184.6199951171875,72044800.0,apple,AAPL,technology,usa,0.0,0.0,186.27999877929688
2024-05-10 00:00:00-04:00,184.8999938964844,185.08999633789065,182.1300048828125,50759500.0,apple,AAPL,technology,usa,0.0,0.0,183.0500030517578
2024-05-09 00:00:00-04:00,182.5599975585937,184.6600036621093,182.1100006103516,48983000.0,apple,AAPL,technology,usa,0.0,0.0,184.57000732421875
2024-05-08 00:00:00-04:00,182.8500061035156,183.07000732421875,181.4499969482422,45057100.0,apple,AAPL,technology,usa,0.0,0.0,182.7400054931641
2024-05-07 00:00:00-04:00,183.4499969482422,184.8999938964844,181.32000732421875,77305800.0,apple,AAPL,technology,usa,0.0,0.0,182.3999938964844
2024-05-06 00:00:00-04:00,182.3500061035156,184.1999969482422,180.4199981689453,78569700.0,apple,AAPL,technology,usa,0.0,0.0,181.7100067138672
2024-05-03 00:00:00-04:00,186.6499938964844,187.0,182.6600036621093,163224100.0,apple,AAPL,technology,usa,0.0,0.0,183.3800048828125
2024-05-02 00:00:00-04:00,172.50999450683594,173.4199981689453,170.88999938964844,94214900.0,apple,AAPL,technology,usa,0.0,0.0,173.02999877929688
2024-05-01 00:00:00-04:00,169.5800018310547,172.7100067138672,169.11000061035156,50383100.0,apple,AAPL,technology,usa,0.0,0.0,169.3000030517578
2024-04-30 00:00:00-04:00,173.3300018310547,174.99000549316406,170.0,65934800.0,apple,AAPL,technology,usa,0.0,0.0,170.3300018310547
2024-04-29 00:00:00-04:00,173.3699951171875,176.02999877929688,173.10000610351562,68169400.0,apple,AAPL,technology,usa,0.0,0.0,173.5
2024-04-26 00:00:00-04:00,169.8800048828125,171.33999633789062,169.17999267578125,44838400.0,apple,AAPL,technology,usa,0.0,0.0,169.3000030517578
2024-04-25 00:00:00-04:00,169.52999877929688,170.61000061035156,168.14999389648438,50558300.0,apple,AAPL,technology,usa,0.0,0.0,169.88999938964844
2024-04-24 00:00:00-04:00,166.5399932861328,169.3000030517578,166.2100067138672,48251800.0,apple,AAPL,technology,usa,0.0,0.0,169.02000427246094
2024-04-23 00:00:00-04:00,165.35000610351562,167.0500030517578,164.9199981689453,49537800.0,apple,AAPL,technology,usa,0.0,0.0,166.89999389648438
2024-04-22 00:00:00-04:00,165.52000427246094,167.25999450683594,164.77000427246094,48116400.0,apple,AAPL,technology,usa,0.0,0.0,165.83999633789062
2024-04-19 00:00:00-04:00,166.2100067138672,166.39999389648438,164.0800018310547,67772100.0,apple,AAPL,technology,usa,0.0,0.0,165.0
2024-04-18 00:00:00-04:00,168.02999877929688,168.63999938964844,166.5500030517578,43122900.0,apple,AAPL,technology,usa,0.0,0.0,167.0399932861328
2024-04-17 00:00:00-04:00,169.61000061035156,170.64999389648438,168.0,50901200.0,apple,AAPL,technology,usa,0.0,0.0,168.0
2024-04-16 00:00:00-04:00,171.75,173.75999450683594,168.27000427246094,73711200.0,apple,AAPL,technology,usa,0.0,0.0,169.3800048828125
2024-04-15 00:00:00-04:00,175.36000061035156,176.6300048828125,172.5,73531800.0,apple,AAPL,technology,usa,0.0,0.0,172.69000244140625
2024-04-12 00:00:00-04:00,174.25999450683594,178.36000061035156,174.2100067138672,101593300.0,apple,AAPL,technology,usa,0.0,0.0,176.5500030517578
2024-04-11 00:00:00-04:00,168.33999633789062,175.4600067138672,168.16000366210938,91070300.0,apple,AAPL,technology,usa,0.0,0.0,175.0399932861328
2024-04-10 00:00:00-04:00,168.8000030517578,169.08999633789062,167.11000061035156,49709300.0,apple,AAPL,technology,usa,0.0,0.0,167.77999877929688
2024-04-09 00:00:00-04:00,168.6999969482422,170.0800018310547,168.35000610351562,42451200.0,apple,AAPL,technology,usa,0.0,0.0,169.6699981689453
2024-04-08 00:00:00-04:00,169.02999877929688,169.1999969482422,168.24000549316406,37425500.0,apple,AAPL,technology,usa,0.0,0.0,168.4499969482422
2024-04-05 00:00:00-04:00,169.58999633789062,170.38999938964844,168.9499969482422,42055200.0,apple,AAPL,technology,usa,0.0,0.0,169.5800018310547
2024-04-04 00:00:00-04:00,170.2899932861328,171.9199981689453,168.82000732421875,53704400.0,apple,AAPL,technology,usa,0.0,0.0,168.82000732421875
2024-04-03 00:00:00-04:00,168.7899932861328,170.67999267578125,168.5800018310547,47691700.0,apple,AAPL,technology,usa,0.0,0.0,169.64999389648438
2024-04-02 00:00:00-04:00,169.0800018310547,169.33999633789062,168.22999572753906,49329500.0,apple,AAPL,technology,usa,0.0,0.0,168.83999633789062
2024-04-01 00:00:00-04:00,171.19000244140625,171.25,169.47999572753906,46240500.0,apple,AAPL,technology,usa,0.0,0.0,170.02999877929688
2024-03-28 00:00:00-04:00,171.75,172.22999572753906,170.50999450683594,65672700.0,apple,AAPL,technology,usa,0.0,0.0,171.47999572753906
2024-03-27 00:00:00-04:00,170.41000366210938,173.60000610351562,170.11000061035156,60273300.0,apple,AAPL,technology,usa,0.0,0.0,173.30999755859375
2024-03-26 00:00:00-04:00,170.0,171.4199981689453,169.5800018310547,57388400.0,apple,AAPL,technology,usa,0.0,0.0,169.7100067138672
2024-03-25 00:00:00-04:00,170.57000732421875,171.94000244140625,169.4499969482422,54288300.0,apple,AAPL,technology,usa,0.0,0.0,170.85000610351562
2024-03-22 00:00:00-04:00,171.75999450683594,173.0500030517578,170.05999755859375,71106600.0,apple,AAPL,technology,usa,0.0,0.0,172.27999877929688
2024-03-21 00:00:00-04:00,177.0500030517578,177.49000549316406,170.83999633789062,106181300.0,apple,AAPL,technology,usa,0.0,0.0,171.3699951171875
2024-03-20 00:00:00-04:00,175.72000122070312,178.6699981689453,175.08999633789062,53423100.0,apple,AAPL,technology,usa,0.0,0.0,178.6699981689453
2024-03-19 00:00:00-04:00,174.33999633789062,176.61000061035156,173.02999877929688,55215200.0,apple,AAPL,technology,usa,0.0,0.0,176.0800018310547
2024-03-18 00:00:00-04:00,175.57000732421875,177.7100067138672,173.52000427246094,75604200.0,apple,AAPL,technology,usa,0.0,0.0,173.72000122070312
2024-03-15 00:00:00-04:00,171.1699981689453,172.6199951171875,170.2899932861328,121664700.0,apple,AAPL,technology,usa,0.0,0.0,172.6199951171875
2024-03-14 00:00:00-04:00,172.91000366210938,174.30999755859375,172.0500030517578,72913500.0,apple,AAPL,technology,usa,0.0,0.0,173.0
2024-03-13 00:00:00-04:00,172.77000427246094,173.19000244140625,170.75999450683594,52488700.0,apple,AAPL,technology,usa,0.0,0.0,171.1300048828125
2024-03-12 00:00:00-04:00,173.14999389648438,174.02999877929688,171.00999450683594,59825400.0,apple,AAPL,technology,usa,0.0,0.0,173.22999572753906
2024-03-11 00:00:00-04:00,172.94000244140625,174.3800048828125,172.0500030517578,60139500.0,apple,AAPL,technology,usa,0.0,0.0,172.75
2024-03-08 00:00:00-05:00,169.0,173.6999969482422,168.94000244140625,76114600.0,apple,AAPL,technology,usa,0.0,0.0,170.72999572753906
2024-03-07 00:00:00-05:00,169.14999389648438,170.72999572753906,168.49000549316406,71765100.0,apple,AAPL,technology,usa,0.0,0.0,169.0
2024-03-06 00:00:00-05:00,171.05999755859375,171.24000549316406,168.67999267578125,68587700.0,apple,AAPL,technology,usa,0.0,0.0,169.1199951171875
2024-03-05 00:00:00-05:00,170.75999450683594,172.0399932861328,169.6199951171875,95132400.0,apple,AAPL,technology,usa,0.0,0.0,170.1199951171875
2024-03-04 00:00:00-05:00,176.14999389648438,176.89999389648438,173.7899932861328,81510100.0,apple,AAPL,technology,usa,0.0,0.0,175.10000610351562
2024-03-01 00:00:00-05:00,179.5500030517578,180.52999877929688,177.3800048828125,73488000.0,apple,AAPL,technology,usa,0.0,0.0,179.66000366210938
2024-02-29 00:00:00-05:00,181.2700042724609,182.57000732421875,179.52999877929688,136682600.0,apple,AAPL,technology,usa,0.0,0.0,180.75
2024-02-28 00:00:00-05:00,182.509994506836,183.1199951171875,180.1300048828125,48953900.0,apple,AAPL,technology,usa,0.0,0.0,181.4199981689453
2024-02-27 00:00:00-05:00,181.1000061035156,183.9199981689453,179.55999755859375,54318900.0,apple,AAPL,technology,usa,0.0,0.0,182.6300048828125
2024-02-26 00:00:00-05:00,182.2400054931641,182.759994506836,180.6499938964844,40867400.0,apple,AAPL,technology,usa,0.0,0.0,181.1600036621093
2024-02-23 00:00:00-05:00,185.009994506836,185.0399932861328,182.22999572753903,45119700.0,apple,AAPL,technology,usa,0.0,0.0,182.5200042724609
2024-02-22 00:00:00-05:00,183.47999572753903,184.9600067138672,182.4600067138672,52292200.0,apple,AAPL,technology,usa,0.0,0.0,184.3699951171875
2024-02-21 00:00:00-05:00,181.94000244140625,182.88999938964844,180.6600036621093,41529700.0,apple,AAPL,technology,usa,0.0,0.0,182.32000732421875
2024-02-20 00:00:00-05:00,181.7899932861328,182.42999267578125,180.0,53665600.0,apple,AAPL,technology,usa,0.0,0.0,181.5599975585937
2024-02-16 00:00:00-05:00,183.4199981689453,184.8500061035156,181.6699981689453,49701400.0,apple,AAPL,technology,usa,0.0,0.0,182.3099975585937
2024-02-15 00:00:00-05:00,183.5500030517578,184.4900054931641,181.3500061035156,65434500.0,apple,AAPL,technology,usa,0.0,0.0,183.8600006103516
2024-02-14 00:00:00-05:00,185.32000732421875,185.52999877929688,182.44000244140625,54630500.0,apple,AAPL,technology,usa,0.0,0.0,184.1499938964844
2024-02-13 00:00:00-05:00,185.7700042724609,186.2100067138672,183.509994506836,56529500.0,apple,AAPL,technology,usa,0.0,0.0,185.0399932861328
2024-02-12 00:00:00-05:00,188.4199981689453,188.6699981689453,186.7899932861328,41781900.0,apple,AAPL,technology,usa,0.0,0.0,187.1499938964844
2024-02-09 00:00:00-05:00,188.6499938964844,189.9900054931641,188.0,45155200.0,apple,AAPL,technology,usa,0.24,0.0,188.8500061035156
2024-02-08 00:00:00-05:00,189.14864558456097,189.2984483326332,187.11125201406017,40962000.0,apple,AAPL,technology,usa,0.0,0.0,188.0800170898437
2024-02-07 00:00:00-05:00,190.39705313348983,190.80653429845785,188.36964132757225,53439000.0,apple,AAPL,technology,usa,0.0,0.0,189.1686248779297
2024-02-06 00:00:00-05:00,186.62186866256275,189.0687433666465,186.53198701483143,43490800.0,apple,AAPL,technology,usa,0.0,0.0,189.0587615966797
2024-02-05 00:00:00-05:00,187.9102134030252,189.0088176462439,185.603159731609,69668800.0,apple,AAPL,technology,usa,0.0,0.0,187.44081115722656
2024-02-02 00:00:00-05:00,179.6307873390829,187.09126880325115,179.0215641124459,102518000.0,apple,AAPL,technology,usa,0.0,0.0,185.6131591796875
2024-02-01 00:00:00-05:00,183.7555342649372,186.711753597556,183.5857527364521,64885400.0,apple,AAPL,technology,usa,0.0,0.0,186.6218719482422
2024-01-31 00:00:00-05:00,186.8016282425468,186.86156457918568,184.1150691979485,55467800.0,apple,AAPL,technology,usa,0.0,0.0,184.1649932861328
2024-01-30 00:00:00-05:00,190.6966673703197,191.555571990795,187.2310883397439,55859400.0,apple,AAPL,technology,usa,0.0,0.0,187.80035400390625
2024-01-29 00:00:00-05:00,191.7652986896417,191.9550589936385,189.3384027747614,47145600.0,apple,AAPL,technology,usa,0.0,0.0,191.48565673828125
2024-01-26 00:00:00-05:00,194.02242258765,194.5117883684032,191.6953901587997,44594000.0,apple,AAPL,technology,usa,0.0,0.0,192.17477416992188
2024-01-25 00:00:00-05:00,194.97121130627824,196.0198762258377,192.863899697402,54822100.0,apple,AAPL,technology,usa,0.0,0.0,193.92254638671875
2024-01-24 00:00:00-05:00,195.170946656038,196.129729896736,194.09232122500623,53631300.0,apple,AAPL,technology,usa,0.0,0.0,194.2521209716797
2024-01-23 00:00:00-05:00,194.77147463800853,195.5005400734373,193.5829887121662,42355600.0,apple,AAPL,technology,usa,0.0,0.0,194.93125915527344
2024-01-22 00:00:00-05:00,192.05492857381827,195.0810658067958,192.01497101731607,60133900.0,apple,AAPL,technology,usa,0.0,0.0,193.6428985595703
2024-01-19 00:00:00-05:00,189.0887183865945,191.70537456415155,188.5793738202333,68741000.0,apple,AAPL,technology,usa,0.0,0.0,191.3158721923828
2024-01-18 00:00:00-05:00,185.85284631994,188.8989624981812,185.5931831458096,78005800.0,apple,AAPL,technology,usa,0.0,0.0,188.38961791992188
2024-01-17 00:00:00-05:00,181.0389977857893,182.69687073658065,180.07023271320105,47317400.0,apple,AAPL,technology,usa,0.0,0.0,182.4471893310547
2024-01-16 00:00:00-05:00,181.92785303160176,184.0251675797272,180.69940961126105,65603000.0,apple,AAPL,technology,usa,0.0,0.0,183.3959808349609
2024-01-12 00:00:00-05:00,185.8228806652798,186.50202199031023,184.95399427937303,40444700.0,apple,AAPL,technology,usa,0.0,0.0,185.6830596923828
2024-01-11 00:00:00-05:00,186.30227140341125,186.8116312253992,183.38599440680028,49128400.0,apple,AAPL,technology,usa,0.0,0.0,185.35348510742188
2024-01-10 00:00:00-05:00,184.1150616539879,186.16243684463709,183.68560174206004,46792900.0,apple,AAPL,technology,usa,0.0,0.0,185.9527130126953
2024-01-09 00:00:00-05:00,183.68560631116785,184.9140345039825,182.4971204361262,42841800.0,apple,AAPL,technology,usa,0.0,0.0,184.904052734375
2024-01-08 00:00:00-05:00,181.8579378516285,185.3634744030773,181.26869341477493,59144500.0,apple,AAPL,technology,usa,0.0,0.0,185.32351684570312
2024-01-05 00:00:00-05:00,181.75807721578167,182.5270849545475,179.94038931104083,62303300.0,apple,AAPL,technology,usa,0.0,0.0,180.9490966796875
2024-01-04 00:00:00-05:00,181.91786126981447,182.8566657686289,180.64949073484405,71983600.0,apple,AAPL,technology,usa,0.0,0.0,181.6781768798828
2024-01-03 00:00:00-05:00,183.9852372040844,185.6431254111685,183.19623542052355,58414500.0,apple,AAPL,technology,usa,0.0,0.0,184.01519775390625
2024-01-02 00:00:00-05:00,186.91148197073747,188.1998464738089,183.65564213979312,82488700.0,apple,AAPL,technology,usa,0.0,0.0,185.4034118652344
2023-12-29 00:00:00-05:00,193.6528866387712,194.1522494359205,191.48565392786432,42628800.0,apple,AAPL,technology,usa,0.0,0.0,192.28463745117188
2023-12-28 00:00:00-05:00,193.8925816105714,194.41192317414905,192.92381658822248,34049900.0,apple,AAPL,technology,usa,0.0,0.0,193.3332977294922
2023-12-27 00:00:00-05:00,192.2446918123762,193.2533991590325,190.8464668609015,48087700.0,apple,AAPL,technology,usa,0.0,0.0,192.90383911132807
2023-12-26 00:00:00-05:00,193.3632695092693,193.6429114660523,192.5842647383245,28919300.0,apple,AAPL,technology,usa,0.0,0.0,192.80398559570312
2023-12-22 00:00:00-05:00,194.93125981716423,195.1609776828228,192.72408472397143,37122800.0,apple,AAPL,technology,usa,0.0,0.0,193.3532867431641
2023-12-21 00:00:00-05:00,195.8500884718821,196.8288352539667,193.2533959193476,46482500.0,apple,AAPL,technology,usa,0.0,0.0,194.431884765625
2023-12-20 00:00:00-05:00,196.64906488656985,197.4280696367784,194.5817108154297,52242800.0,apple,AAPL,technology,usa,0.0,0.0,194.5817108154297
